Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood,neighbourhood_code,neighbourhood_name
CEDAR RIDGE PARK,Park,225 Confederation Dr,M1G 1B2,43.75744,-79.2071,0.0,0,,141,Golfdale-Cedarbrae-Woburn
WHITE HAVEN PARK,Park,63 Invergordon Ave,M1S 2Z1,43.78767,-79.2511,0.0,0,,128,Agincourt South-Malvern West
BOB HUNTER PARK,Park,205 Generation Blvd,M1B 2K5,43.80196,-79.1633,0.0,0,,143,West Rouge
SCARDEN PARK,Park,1649 Warden Ave,M1T 1K7,43.77469,-79.3057,0.0,0,,118,Tam O'Shanter-Sullivan
PRINCESS PARK,Park,214 Doris Ave,M2N 3N7,43.7688,-79.4108,0.0,0,,151,Yonge-Doris
RAVINA GARDENS,Park,290 Clendenan Ave,M6P 2X3,43.65906,-79.4715,0.0,0,,88,High Park North
YORK MILLS GARDENS,Park,2639 Bayview Ave,M2L 1B6,43.75469,-79.3852,0.0,0,,40,St.Andrew-Windfields
MAXOME PARK,Park,67 Maxome Ave,M2M 3K1,43.78762,-79.4002,0.0,0,,50,Newtonbrook East
FANFARE PARK,Park,40 Fanfare Ave,M1C 2N2,43.79106,-79.1388,0.0,0,,143,West Rouge
ROUGE NEIGHBOURHOOD PARK,Park,196 Dean Park Rd,M1B 5Y1,43.80246,-79.179,0.0,0,,143,West Rouge
SENECA HILL PARK,Park,620 Seneca Hill Dr,M2J 2W6,43.79108,-79.3514,0.0,0,,47,Don Valley Village
YORKDALE PARK,Park,256 Ranee Ave,M6A 1N6,43.72361,-79.4483,0.0,0,,31,Yorkdale-Glen Park
LAVERY TRAIL PARK,Park,40 Lavery Trl,M1C 4T3,43.79693,-79.1624,0.0,0,,134,Highland Creek
BEVERLY GLEN PARK,Park,75 Beverly Glen Blvd,M1W 1W4,43.79925,-79.3244,0.0,0,,147,L'Amoreaux West
REID MANOR PARK,Park,65 Reid Manor,M8Y 2H9,43.63829,-79.5059,0.0,0,,16,Stonegate-Queensway
BILL HANCOX PARK,Park,101 Bridgeport Dr,M1C 5E9,43.77779,-79.1401,0.0,0,,133,Centennial Scarborough
LAMBTON WOODS,Park,1193 Royal York Rd,M9A 4B4,43.66482,-79.5146,0.0,0,,9,Edenbridge-Humber Valley
AMES PARK,Park,272 Banbury Rd,M3B 3C8,43.75158,-79.3655,0.0,0,,42,Banbury-Don Mills
BETHUNE PARK,Park,75 Bethune Blvd,M1M 3C2,43.7433,-79.2105,0.0,0,,139,Scarborough Village
IRMA BURMAN GREENBELT PARK,Park,20 Tallpines Crt,M1B 1H4,43.80311,-79.1579,0.0,0,,143,West Rouge
YORKMINSTER PARK,Park,54 A Yorkminster Rd,M2P 1M3,43.75521,-79.4022,0.0,0,,40,St.Andrew-Windfields
BURNHAMILL PARK,Park,379 Mill Rd,M9C 4Y9,43.64205,-79.5858,0.0,0,,11,Eringate-Centennial-West Deane
BOBBIE ROSENFELD PARK,Park,294 Bremner Blvd,M5V 3L9,43.64164,-79.3872,0.0,0,,165,Harbourfront-CityPlace
CONFEDERATION PARK,Park,250 Dolly Varden Blvd,M1H 2K8,43.77444,-79.2347,0.0,0,,142,Woburn North
LINUS PARK,Park,125 Seneca Hill Dr,M2J 4M4,43.78917,-79.3586,0.0,0,,47,Don Valley Village
REDBANK GREENBELT,Park,99 Culford Rd,M6M 4K4,43.70194,-79.4854,0.0,0,,30,Brookhaven-Amesbury
HEATHER HEIGHTS WOODS,Park,136 Milford Haven Dr,M1G 3E1,43.77747,-79.217,0.0,0,,135,Morningside
MONCUR PLAYGROUND,Park,10 Gainsborough Rd,M4L 3C2,43.67139,-79.3174,0.0,0,,64,Woodbine Corridor
MCNICOLL PARK,Park,215 McNicoll Ave,M2H 2C4,43.79932,-79.3532,0.0,0,,48,Hillcrest Village
HUMBER BAY PROMENADE PARK,Park,2195 Lake Shore Blvd W,M8V 0E3,43.62265,-79.4811,0.0,0,,161,Humber Bay Shores
SCARBOROUGH VILLAGE PARK,Park,23 Gatesview Ave,M1J 3G4,43.74735,-79.2131,1.0,0,,139,Scarborough Village
GATEWAY GREENBELT,Park,20 Gateway Blvd,M3C 2Z5,43.71033,-79.332,0.0,0,,44,Flemingdon Park
MILNER PARKETTE,Park,675 Church St,M4W 1M2,43.67227,-79.3836,0.0,0,,98,Rosedale-Moore Park
DEAN PARK,Park,80 Dean Park Rd,M1B 2X2,43.80195,-79.1728,0.0,0,,143,West Rouge
BAYVIEW ARENA PARK,Park,3240 Bayview Ave,M2M 3R7,43.78839,-79.3932,0.0,0,,50,Newtonbrook East
HTO PARK,Park,339 Queens Quay W,M5V 1A2,43.63817,-79.3895,0.0,0,,165,Harbourfront-CityPlace
ANNIVERSARY PARK,Park,410 Parliament St,M5A 2Z7,43.66214,-79.3674,0.0,0,,73,Moss Park
MERRILL BRIDGE ROAD PARK,Park,1 Lynn Ave,M4C 3V7,43.68132,-79.315,0.0,0,,64,Woodbine Corridor
BURNETT PARK,Park,352 Burnett Ave,M2N 1W4,43.7602,-79.4314,0.0,0,,38,Lansing-Westgate
REDGRAVE PARK,Park,48 Redgrave Dr,M9R 3V1,43.68271,-79.571,0.0,0,,7,Willowridge-Martingrove-Richview
PELHAM AVENUE PLAYGROUND,Park,20 Pelham Ave,M6N 2Y1,43.66848,-79.4553,0.0,0,,91,Weston-Pelham Park
SILVERVIEW PARK,Park,23 Silverview Dr,M2M 2B4,43.78577,-79.4115,0.0,0,,50,Newtonbrook East
WILLESDEN PARK,Park,88 Willesden Rd,M2H 1V7,43.79334,-79.3634,0.0,0,,48,Hillcrest Village
FAIRMEADOW PARKETTE,Park,37 Fairmeadow Ave,M2P 1W7,43.75584,-79.398,0.0,0,,40,St.Andrew-Windfields
GRACEFIELD PARK,Park,175 Gracefield Ave,M6L 1L7,43.70945,-79.4907,0.0,0,,28,Rustic
POINT ROUGE TRAIL PARK,Park,203 Staines Rd,M1X 1V4,43.82593,-79.2202,0.0,0,,144,Morningside Heights
NIGHTSTAR PARK,Park,18 Nightstar Rd,M1X 1Z8,43.82411,-79.2294,0.0,0,,144,Morningside Heights
NEVILLE PARK BLVD RAVINE,Park,45 Bracken Ave,M4E 1N4,43.67841,-79.2834,0.0,0,,63,The Beaches
SHERWOOD PARK,Park,190 Sherwood Ave,M4P 2A8,43.71559,-79.39,1.0,0,,99,Mount Pleasant East
NORTHERN LINEAR PARK,Park,180 Queens Wharf Rd,M5V 0E4,43.64027,-79.3991,0.0,0,,165,Harbourfront-CityPlace
BALLYCONNOR PARK,Park,21 Ballyconnor Crt,M2M 0B6,43.79991,-79.3863,0.0,0,,49,Bayview Woods-Steeles
MALVERN WOODS,Park,7600 Sheppard Ave E,M1B 2Y7,43.80215,-79.2006,0.0,0,,146,Malvern East
ROYAL ROUGE TOT LOT,Park,65 Royal Rouge Trl,M1B 4T8,43.80099,-79.1468,0.0,0,,143,West Rouge
ALBERT CAMPBELL SQUARE,Park,150 Borough Dr,M1P 4N7,43.77281,-79.2572,1.0,0,,156,Bendale-Glen Andrew
BONSPIEL PARK,Park,50 Bonspiel Dr,M1E 5K6,43.79147,-79.1978,0.0,0,,135,Morningside
EAST DON PARKLAND,Park,1240 Sheppard Ave E,M2K 2S5,43.77183,-79.3652,1.0,0,,52,Bayview Village
RON WATSON PARK,Park,140 Bonis Ave,M1T 2V2,43.78496,-79.2946,0.0,0,,118,Tam O'Shanter-Sullivan
PINETREE PARK,Park,55 Applemore Rd,M1B 1R7,43.79973,-79.2353,0.0,0,,145,Malvern West
STAINES PARKETTE,Park,230 Staines Rd,M1X 1V4,43.82666,-79.2218,0.0,0,,144,Morningside Heights
BIRUNTHAN PARK,Park,31 Dragonfly Cres,M1X 1W2,43.82292,-79.2253,0.0,0,,144,Morningside Heights
COLLEGE PARK,Park,420 Yonge St,M5B 2H3,43.66005,-79.3838,1.0,0,,170,Yonge-Bay Corridor
COLONIAL PARK,Park,150 Bridlegrove Dr,M1M 3X3,43.73847,-79.2328,0.0,0,,123,Cliffcrest
CHATSWORTH RAVINE,Park,900 Duplex Ave,M4R 1X2,43.72144,-79.4046,0.0,0,,103,Lawrence Park South
ROYWOOD PARK,Park,2 Roywood Dr,M3A 2C7,43.76386,-79.3217,0.0,0,,150,Fenside-Parkwoods
CRAWFORD - JONES MEMORIAL PARK,Park,80 Dee Ave,M9N 1S9,43.71063,-79.5389,0.0,0,,23,Pelmo Park-Humberlea
WOODBINE PARK,Park,1695 Queen St E,M4L 1G7,43.66695,-79.3118,1.0,0,,63,The Beaches
LYNNDALE PARKETTE,Park,10 Lynndale Cres,M1N 1C2,43.68263,-79.2756,0.0,0,,122,Birchcliffe-Cliffside
ALLENBURY PARK,Park,160 Fairview Mall Dr,M2J 0E7,43.7803,-79.3431,0.0,0,,47,Don Valley Village
GILTSPUR PARK,Park,85 Magellan Dr,M3L 1T3,43.73606,-79.5084,0.0,0,,25,Glenfield-Jane Heights
TIMBERBANK PARK,Park,240 Timberbank Blvd,M1W 2A3,43.79539,-79.308,0.0,0,,148,East L'Amoreaux
ORIOLE PARK - TORONTO,Park,201 Oriole Pkwy,M5P 2H1,43.69749,-79.4027,1.0,0,,100,Yonge-Eglinton
CRESTHAVEN PARK,Park,37 Cresthaven Dr,M2H 1L9,43.79857,-79.3634,0.0,0,,48,Hillcrest Village
TRUE DAVIDSON PARK,Park,160 Memorial Park Ave,M4J 2K5,43.69203,-79.3302,0.0,0,,59,Danforth-East York
CHURCHILL HEIGHTS PARK,Park,60 Mountland Dr,M1G 2P1,43.7711,-79.2242,0.0,0,,141,Golfdale-Cedarbrae-Woburn
REGENTS PARK,Park,115 Westbourne Ave,M1L 2Y8,43.7069,-79.2916,0.0,0,,120,Clairlea-Birchmount
PRINCE EDWARD VIADUCT PARKETTE,Park,725 Bloor St E,M4W 1J4,43.67433,-79.3669,0.0,0,,71,Cabbagetown-South St. James Town
TURPIN AVENUE PARK,Park,12 Turpin Ave,M9W 5Y7,43.7232,-79.555,0.0,0,,5,Elms-Old Rexdale
CLOVERDALE PARK,Park,85 Shaver Ave S,M9B 3T6,43.63341,-79.545,0.0,0,,158,Islington
GLEN LONG PARK,Park,35 Glen Long Ave,M6B 2M1,43.70863,-79.4558,0.0,0,,31,Yorkdale-Glen Park
ROBERT HICKS PARK,Park,39 Robert Hicks Dr,M2R 3R1,43.77268,-79.4537,0.0,0,,35,Westminster-Branson
BIRCHCREST PARK,Park,89 Beverly Glen Blvd,M1W 4A6,43.79868,-79.3222,0.0,0,,147,L'Amoreaux West
CORONATION PARK - TORONTO,Park,711 Lake Shore Blvd W,M5V 3T7,43.63528,-79.4061,1.0,0,,163,Fort York-Liberty Village
WADSWORTH PARK,Park,120 Connolly St,M6N 1E7,43.67199,-79.4575,0.0,0,,91,Weston-Pelham Park
BROADWAY AVENUE PARKETTE,Park,176 Broadway Ave,M4P 1V9,43.71142,-79.3907,0.0,0,,99,Mount Pleasant East
LANGFORD PARKETTE,Park,26 Langford Ave,M4J 3E3,43.68054,-79.3412,0.0,0,,66,Danforth
GLEN EDYTH DRIVE PARKETTE,Park,2 Glen Edyth Dr,M4V 2V7,43.67809,-79.4055,0.0,0,,96,Casa Loma
BUTTONWOOD PARK,Park,30 Mulham Pl,M9A 4W1,43.68197,-79.519,0.0,0,,9,Edenbridge-Humber Valley
AVALON PARKETTE,Park,1700 Kingston Rd,M1N 1S8,43.69239,-79.2637,0.0,0,,122,Birchcliffe-Cliffside
MARTINGROVE GARDENS PARK,Park,31 Lavington Dr,M9R 2H1,43.68943,-79.5636,0.0,0,,7,Willowridge-Martingrove-Richview
ROSEMOUNT GARDENS PARKETTE,Park,255 Queenslea Ave,M9N 3X4,43.70662,-79.5271,0.0,0,,23,Pelmo Park-Humberlea
MALVERN PARK,Park,36 Sewells Rd,M1B 3G5,43.80821,-79.2152,0.0,0,,146,Malvern East
EXBURY PARK,Park,128 EXBURY RD,M3M 1R6,43.73058,-79.504,0.0,0,,154,Oakdale-Beverley Heights
SHEPTON WAY PARK,Park,115 Sanwood Blvd,M1V 5N7,43.81625,-79.3058,0.0,0,,116,Steeles
LAWREN HARRIS PARK,Park,145 Rosedale Valley Rd,M4W 1P7,43.6734,-79.3849,0.0,0,,98,Rosedale-Moore Park
TRUMPETER PARK,Park,46 Trumpeter St,M1B 6G4,43.80729,-79.1842,0.0,0,,144,Morningside Heights
EGLINTON RAVINE PARK,Park,2281 Eglinton Ave E,M1K 2M5,43.73071,-79.273,0.0,0,,125,Ionview
NOBLE PARK,Park,74 Sandcliff Rd,M6N 2M3,43.67707,-79.501,0.0,0,,111,Rockcliffe-Smythe
CRESCENTWOOD PARK,Park,35 Crescentwood Rd,M1N 1E4,43.68605,-79.2662,0.0,0,,122,Birchcliffe-Cliffside
RUDDINGTON PARK,Park,75 Ruddington Dr,M2K 2X8,43.79219,-79.3898,0.0,0,,49,Bayview Woods-Steeles
BENNER PARK,Park,25 Benner Ave,M6B 3G7,43.70625,-79.4401,0.0,0,,31,Yorkdale-Glen Park
KENNEDY PARKETTE,Park,2799 Kennedy Rd,M1V 1S8,43.80079,-79.2958,0.0,0,,148,East L'Amoreaux
SANDY BRUCE PARK,Park,426 Moore Ave,M4G 1C8,43.69729,-79.3706,0.0,0,,56,Leaside-Bennington
STANLEY PARK,Park,27 Stanley Rd,M3N 1C2,43.74152,-79.5157,0.0,0,,25,Glenfield-Jane Heights
JONATHAN ASHBRIDGE PARK,Park,1515 Queen St E,M4L 1E3,43.66539,-79.3199,1.0,0,,65,Greenwood-Coxwell
HURON - WASHINGTON PARKETTE,Park,420 Huron St,M5S 2G5,43.66609,-79.4015,0.0,0,,79,University
EAST LYNN PARK,Park,1949 Danforth Ave,M4C 1J4,43.68489,-79.3154,0.0,0,,64,Woodbine Corridor
FAIRHAVEN PARK,Park,100 Golfwood Hts,M9P 3L8,43.70264,-79.5461,1.0,0,,6,Kingsview Village-The Westway
BELLBURY PARK,Park,55 Van Horne Ave,M2J 2S8,43.78463,-79.3611,1.0,0,,47,Don Valley Village
TAM O'SHANTER GOLF COURSE,Park,2481 Birchmount Rd,M1T 2M6,43.78633,-79.2995,1.0,0,,118,Tam O'Shanter-Sullivan
ERINGATE PARK,Park,121 Wellesworth Dr,M9C 4R8,43.66324,-79.5818,1.0,0,,11,Eringate-Centennial-West Deane
SCARLETT BRIDGE PARKETTE,Park,SCARLETT RD,M9A,43.68131,-79.5093,0.0,0,,9,Edenbridge-Humber Valley
DORIS - NORTON PARK,Park,290 Doris Ave,M2N 6C7,43.77282,-79.4125,0.0,0,,151,Yonge-Doris
ISABELLA VALANCY CRAWFORD PARK,Park,299 Front St W,M5V 2T6,43.64365,-79.3889,0.0,0,,165,Harbourfront-CityPlace
STEWART A. MCGREGOR PARKETTE,Park,85 Mason Blvd,M5M 3C9,43.74026,-79.4104,0.0,0,,39,Bedford Park-Nortown
HUMBERWOOD PARK,Park,850 Humberwood Blvd,M9W 7A6,43.72889,-79.6192,0.0,0,,1,West Humber-Clairville
CUMMER PARKETTE,Park,6024 Leslie St,M2H 2A7,43.80149,-79.3711,0.0,0,,49,Bayview Woods-Steeles
VESTA PARKETTE,Park,41 Vesta Dr,M5P 2Z6,43.69291,-79.4167,0.0,0,,101,Forest Hill South
OLYMPIC PARK,Park,222 Bremner Blvd,M5V 3L9,43.64269,-79.3849,0.0,0,,165,Harbourfront-CityPlace
BERESFORD PARK,Park,400 Beresford Ave,M6S 3B5,43.65619,-79.4802,0.0,0,,89,Runnymede-Bloor West Village
GLENLAKE SQUARE,Park,516 Glenlake Ave,M6P 1H2,43.65613,-79.4741,0.0,0,,88,High Park North
MCCLEARY PARK,Park,755 Lake Shore Blvd E,M4M 2M8,43.65354,-79.3402,1.0,0,,70,South Riverdale
LANGDALE COURT GREENBELT,Park,107 Driftwood Ave,M3N 2M9,43.75485,-79.5137,0.0,0,,25,Glenfield-Jane Heights
ALLAN GARDENS,Park,160 Gerrard St E,M5A 2E4,43.66111,-79.3741,1.0,0,,73,Moss Park
ACACIA PARK,Park,68 Lilac Ave,M9M 1G5,43.71976,-79.5413,0.0,0,,23,Pelmo Park-Humberlea
CONNORVALE PARK,Park,281 Rimilton Ave,M8W 4X6,43.6094,-79.5286,1.0,0,,20,Alderwood
HILLSIDE PARK,Park,185 Hillside Ave,M8V 1T3,43.60892,-79.5001,0.0,0,,160,Mimico-Queensway
NORWOOD PARK,Park,16 Norwood Rd,M4E 2R8,43.6824,-79.3027,1.0,0,,62,East End Danforth
MUIRLANDS PARK,Park,40 Muirlands Dr,M1V 2B4,43.82407,-79.2684,0.0,0,,130,Milliken
SPRING GARDEN PARK,Park,32 Meadow Crest Rd,M8Z 2Y7,43.6416,-79.5136,0.0,0,,16,Stonegate-Queensway
AMESBURY PARK,Park,151 Culford Rd,M6M 4K6,43.70579,-79.4863,0.0,0,,30,Brookhaven-Amesbury
ROBERT BATEMAN PARKETTE,Park,281 Chaplin Cres,M5P 1B1,43.70154,-79.4148,0.0,0,,101,Forest Hill South
HARWOOD PARK,Park,51 Leigh St,M6N 3X3,43.67657,-79.4774,0.0,0,,111,Rockcliffe-Smythe
REDPATH AVENUE PARKETTE,Park,130 Erskine Ave,M4P 1Z1,43.71235,-79.3943,0.0,0,,173,North Toronto
YORK STADIUM,Park,2 Avon Ave,M6N 3W7,43.68178,-79.4801,0.0,0,,111,Rockcliffe-Smythe
BENNETT PARK,Park,10 Gothic Ave,M6P 2V9,43.65379,-79.4675,0.0,0,,88,High Park North
NEILSON PARK - SCARBOROUGH,Park,1555 Neilson Rd,M1B 2K2,43.81267,-79.2249,1.0,0,,145,Malvern West
50 QUEENS QUAY EAST PARK,Park,50 QUEENS QUAY E,M5E 1B2,43.6429,-79.3728,0.0,0,,166,St Lawrence-East Bayfront-The Islands
PRESCOTT PARKETTE,Park,20 Prescott Ave,M6N 3G5,43.67535,-79.4576,0.0,0,,91,Weston-Pelham Park
PRICEFIELD ROAD PLAYGROUND,Park,50 Pricefield Rd,M4W 1Z9,43.6813,-79.3884,0.0,0,,98,Rosedale-Moore Park
WELLESLEY PARK,Park,500 Wellesley St E,M4X 1H9,43.66971,-79.3628,0.0,0,,71,Cabbagetown-South St. James Town
YORKMINSTER PARK BAPTIST CHURCH PARK,Park,1585 Yonge St,M4T 1Z9,43.69053,-79.3942,0.0,0,,98,Rosedale-Moore Park
CONACHER PARK,Park,645 Conacher Dr,M2M 3N2,43.79535,-79.3984,0.0,0,,50,Newtonbrook East
SEVEN OAKS PARK,Park,372 Military Trl,M1E 4E6,43.78701,-79.211,1.0,0,,135,Morningside
TOPHAM PARK,Park,181 Westview Blvd,M4B 3J3,43.71045,-79.3067,1.0,0,,54,O`Connor Parkview
GARLAND PARK,Park,65 John Garland Blvd,M9V 1N4,43.73234,-79.5831,0.0,0,,2,Mount Olive-Silverstone-Jamestown
DEEKSHILL PARK,Park,2 Piperbrook Cres,M1E 5G9,43.76742,-79.1817,0.0,0,,136,West Hill
66 DOUGLAS CRESCENT PARKETTE,Park,66 Douglas Cres,M4W 2E7,43.69214,-79.3664,0.0,0,,56,Leaside-Bennington
SEELEY GREENBELT,Park,23 Seeley Dr,M3M 2V7,43.74226,-79.4941,0.0,0,,155,Downsview
HILLDOWNTREE PARKETTE,Park,16 Hilldowntree Rd,M9A 2Z4,43.66029,-79.5261,0.0,0,,9,Edenbridge-Humber Valley
HUMMINGBIRD PARK,Park,40 Oasis Blvd,M1X 1W8,43.82858,-79.2342,0.0,0,,144,Morningside Heights
ALLANHURST PARK,Park,1336 Royal York Rd,M9A 4K5,43.67854,-79.5254,0.0,0,,9,Edenbridge-Humber Valley
BURROWS HALL PARK,Park,239 Burrows Hall Blvd,M1B 1N1,43.79381,-79.2281,0.0,0,,146,Malvern East
SKYMARK PARK,Park,3500 Don Mills Rd,M2H 1V4,43.79568,-79.3557,0.0,0,,48,Hillcrest Village
KING'S MILL PARK,Park,9 Catherine St,M6S 4K2,43.65127,-79.491,0.0,0,,114,Lambton Baby Point
TRAYMORE PARK,Park,5 Traymore Cres,M6S 4K4,43.64833,-79.4886,0.0,0,,114,Lambton Baby Point
CLIFFWOOD PARK,Park,280 Cliffwood Rd,M2H 2E5,43.80802,-79.3547,0.0,0,,48,Hillcrest Village
SANWOOD PARK,Park,20 Sanwood Blvd,M1V 3L5,43.81701,-79.3108,0.0,0,,116,Steeles
REMBERTO NAVIA SPORT FIELDS,Park,65 Norfinch Dr,M3N 1W8,43.75813,-79.5284,0.0,0,,24,Black Creek
MOSSGROVE PARK,Park,57 Mossgrove Trl,M2L 2W2,43.7532,-79.3654,0.0,0,,40,St.Andrew-Windfields
MCCAUL - ORDE PARKETTE,Park,235 Mc Caul St,M5T 1W6,43.65793,-79.3927,0.0,0,,78,Kensington-Chinatown
GRACE - COLLEGE PARKETTE,Park,GRACE ST,M1J,43.7428,-79.2331,0.0,0,,138,Eglinton East
STARRY PARK,Park,505 Staines Rd,M1X 2B7,43.835,-79.2289,0.0,0,,144,Morningside Heights
KNOTWOOD PARK,Park,40 Pogonia St,M1X 1Z6,43.82637,-79.2275,0.0,0,,144,Morningside Heights
PORT ROYAL PARK,Park,50 Port Royal Trl,M1V 2G8,43.8188,-79.2872,0.0,0,,130,Milliken
HARRYETTA GARDENS,Park,170 Torresdale Ave,M2R 3E3,43.78249,-79.4506,0.0,0,,35,Westminster-Branson
MILLIKEN PARK,Park,5555 Steeles Ave E,M1V 5P6,43.83153,-79.2712,1.0,0,,130,Milliken
G. ROSS LORD PARK,Park,4801 Dufferin St,M3H 5T3,43.77818,-79.4687,1.0,0,,34,Bathurst Manor
RUSTIC PARK,Park,35 Raven Rd,M6L 2A5,43.71391,-79.5043,0.0,0,,28,Rustic
DON VALLEY BRICK WORKS,Park,550 Bayview Ave,M4W 3X8,43.68378,-79.3656,1.0,0,,56,Leaside-Bennington
BRIDLETOWNE PARK,Park,2295 Bridletowne Crcl,M1W 2L3,43.79959,-79.3139,0.0,0,,148,East L'Amoreaux
CREEKSIDE PARK,Park,3600 Bayview Ave,M2M 3Z7,43.80258,-79.3964,0.0,0,,50,Newtonbrook East
TALL PINES PARK,Park,64 Rylander Blvd,M1B 4X3,43.7985,-79.1522,0.0,0,,143,West Rouge
ZOOVIEW PARK,Park,50 Hedge End Rd,M1B 5Z4,43.80907,-79.1728,0.0,0,,144,Morningside Heights
BRIMLEY WOODS,Park,2755 Brimley Rd,M1V 1T4,43.80836,-79.2782,0.0,0,,129,Agincourt North
MANOR COMMUNITY GREEN,Park,190 Manor Rd E,M4S 1R8,43.70468,-79.3879,0.0,0,,99,Mount Pleasant East
ECHO VALLEY PARK,Park,1124 Kipling Ave,M9B 3M5,43.6532,-79.5409,0.0,0,,158,Islington
PANORAMA PARK,Park,31 Panorama Crt,M9V 3A8,43.74667,-79.5802,0.0,0,,2,Mount Olive-Silverstone-Jamestown
SYLVAN PARK - GATE GULLY,Park,55 Sylvan Ave,M1M 1J9,43.73051,-79.2141,0.0,0,,139,Scarborough Village
OAKDALE VILLAGE PARK,Park,95 Fred Young Dr,M3L 0A4,43.72943,-79.5203,0.0,0,,154,Oakdale-Beverley Heights
SENATOR MARIAN MALONEY PARK,Park,40 Caven St,M8Z 0C5,43.62082,-79.521,0.0,0,,159,Etobicoke City Centre
ETHENNONNHAWAHSTIHNEN PARK,Park,80 McMahon Dr,M2K 0H3,43.7674,-79.3724,1.0,0,,52,Bayview Village
85 KEEWATIN AVE PARK,Park,85 Keewatin Ave,M4P 1Z9,43.71292,-79.3959,0.0,0,,173,North Toronto
MOORE PARK,Park,110 Cactus Ave,M2R 2V2,43.7922,-79.4346,0.0,0,,36,Newtonbrook West
CENTRE PARK,Park,15 Centre Ave,M2M 2L4,43.79177,-79.4168,0.0,0,,50,Newtonbrook East
WOBURN PARK - NORTH YORK,Park,575 Cranbrooke Ave,M5M 1N9,43.72379,-79.4288,0.0,0,,39,Bedford Park-Nortown
VIOLA DESMOND PARK,Park,85 Hupfield Trl,M1B 4S1,43.81305,-79.2199,0.0,0,,146,Malvern East
"SHAWN ""BLU"" ROSE PARK",Park,30 Empringham Dr,M1B 3Z3,43.81161,-79.2103,0.0,0,,146,Malvern East
HORSELEY HILL PARK,Park,145 Horseley Hill Dr,M1B 1W4,43.81012,-79.2294,0.0,0,,145,Malvern West
L'AMOREAUX SPORTS COMPLEX,Park,100 Silver Springs Blvd,M1V 1N1,43.80362,-79.3043,1.0,0,,148,East L'Amoreaux
FLEMINGDON PARK,Park,150 Grenoble Dr,M3C 1E3,43.71354,-79.3266,0.0,0,,44,Flemingdon Park
OLD SHEPPARD PARK,Park,101 Sheppard Ave,M2N 3A3,43.76251,-79.4054,0.0,0,,153,Avondale
OLIVE SQUARE PARK,Park,5575 Yonge St,M2N 5S4,43.77934,-79.415,0.0,0,,151,Yonge-Doris
LISSOM PARK,Park,338 Homewood Ave,M2R 2N8,43.78538,-79.4407,0.0,0,,36,Newtonbrook West
WOODGROVE RAVINE PARK,Park,1 Woodgrove Dr,M1E 3J9,43.76652,-79.1688,0.0,0,,136,West Hill
BIRCHCLIFF WOODS,Park,3700 Danforth Ave,M1N 2G3,43.69803,-79.2623,0.0,0,,122,Birchcliffe-Cliffside
NEILSON PARK - ETOBICOKE,Park,56 Neilson Dr,M9C 1V7,43.63021,-79.5664,0.0,0,,12,Markland Wood
HARDING PARKETTE,Park,33 Kingsbury Cres,M1N 1E8,43.68968,-79.2627,0.0,0,,122,Birchcliffe-Cliffside
ATRIA NORTH PARK,Park,75 Atria Blvd,M2J 4W6,43.77435,-79.329,0.0,0,,53,Henry Farm
WARDEN PARK,Park,2851 Warden Ave,M1W 2S8,43.80441,-79.3197,0.0,0,,148,East L'Amoreaux
MCLEVIN WOODS PARK,Park,375 McLevin Ave,M1B 0C2,43.80798,-79.2228,0.0,0,,145,Malvern West
HUNTSMILL PARK,Park,201 Huntsmill Blvd,M1W 2Y2,43.8087,-79.33,0.0,0,,116,Steeles
WEDGEWOOD PARK - NORTH YORK,Park,145 Wedgewood Dr,M2M 2H6,43.7909,-79.4068,0.0,0,,50,Newtonbrook East
FAIRGLEN PARK,Park,16 Corinthian Blvd,M1W 1B3,43.78916,-79.3251,0.0,0,,147,L'Amoreaux West
SOUTH STANLEY PARK EXTENSION,Park,801 Wellington St W,M5V 1G8,43.64078,-79.4106,0.0,0,,162,West Queen West
TELFER PARK,Park,71 Pinery Trl,M1B 6C2,43.80765,-79.2262,0.0,0,,145,Malvern West
LITTLES ROAD PARK,Park,30 Littles Rd,M1B 5B5,43.81643,-79.2037,0.0,0,,144,Morningside Heights
COLLINGSBROOK PARKETTE,Park,136 Collingsbrook Blvd,M1W 1M7,43.79144,-79.3169,0.0,0,,147,L'Amoreaux West
NORTH BRIDLEWOOD PARK,Park,11 Adencliff Rd,M1W 1M8,43.79058,-79.3208,0.0,0,,147,L'Amoreaux West
JOLLY MILLER PARK,Park,3995 Yonge St,M4N 2P2,43.74151,-79.405,0.0,0,,41,Bridle Path-Sunnybrook-York Mills
ELMCREST PARK,Park,575 Rathburn Rd,M9C 3T4,43.64865,-79.5844,0.0,0,,11,Eringate-Centennial-West Deane
SEASONS PARK,Park,40 Seasons Dr,M1X 1X4,43.83071,-79.2315,0.0,0,,144,Morningside Heights
TERRY FOX PARK,Park,300 Bamburgh Crcl,M1W 3Y1,43.81553,-79.3214,0.0,0,,116,Steeles
ADAMS PARK,Park,2 Rozell Rd,M1C 5A7,43.7915,-79.1444,1.0,0,,133,Centennial Scarborough
NEWTON PARKETTE,Park,293 Newton Dr,M2M 2P5,43.79888,-79.3958,0.0,0,,50,Newtonbrook East
BAYCREST PARK,Park,160 Neptune Dr,M6A 1X4,43.72892,-79.4431,0.0,0,,32,Englemount-Lawrence
